,text,clean_text,is_spam
5193,"It's wylie, you in tampa or sarasota?",นี่ไวย์ลี่เอง เธออยู่ที่แทมป้าหรือแทมป้าเหรอ,0
5194,Ok... Take ur time n enjoy ur dinner...,โอเค...ตามสบายและทานอาหารเย็นให้อร่อยนะ...,0
5195,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,ดาร์เรนบอกว่าถ้าเธอเจอดาจีแล้วพวกเราไม่เจอกันกินข้าวเย็น เพราะหลังจากนั้นเธอออกจากซายจะรู้สึกอึดอัด แล้วเธอเจอเขาตอนกินข้าวกลางวัน,0
5197,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,ฉันชอบราคาถูก แต่ฉันมีความสุขที่จะสาดไวน์ถ้ามันทําให้คุณรู้สึกดีขึ้น ..,0
5198,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,หล่อนสบายดี ฉันมีปัญหากับมือถือของหล่อน มันทํางานกับฉัน เธอช่วยส่งคําขอของเพื่อนคนอื่นให้หล่อนหน่อยได้ไหม,0
5199,Ugh my leg hurts. Musta overdid it on mon.,อ่า ขาของฉันเจ็บอ่ะ ทําเกินไปในวันจันทร์,0
5202,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,ทําไมถึงมีนักเรียนส่วนลดกัน เธอสามารถอ่านหนังสือได้เหรอ,0
5203,Me fine..absolutly fine,ฉันสบายดี...สบายดีอย่างยิ่ง,0
5204,How come she can get it? Should b quite diff to guess rite...,ทําไมหล่อนถึงได้มันมาละ น่าจะค่อนข้างยากที่จะเดาใช่ไหม...,0
5206,I will reach ur home in  &lt;#&gt;  minutes,ฉันจะถึงบ้านของเธอใน & lt; # & gt; นาที,0
5207,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ที่รัก ฉันตอบเธอ เธอไม่เห็นฉันเหรอ บางทีเธอน่าจะรีบูตวายเอ็มดีกว่านะ...ฉันได้รูป...มันยอดไปเลย,0
5208,Hi.what you think about match?,คุณคิดเกี่ยวกับการแข่งขัน?,0
5209,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",ฉันรู้ว่าคุณคิดว่าเป็นมาลาเรีย แต่ผ่อนคลาย เด็กไม่สามารถรับมือกับมาลาเรียได้ หล่อนจะแย่ลงและกระเพาะอาหารและลําไส้เล็กอักเสบของมัน หากหล่อนใช้เพียงพอที่จะแทนที่การเสียอุณหภูมิของหล่อนจะลดลง และถ้าเธอให้ยามาลาเรียแก่หล่อนตอนนี้ หล่อนจะอาเจียน มันเป็นการเจ็บป่วยที่จํากัดตัวเองหล่อนมีซึ่งหมายความว่าในอีกไม่กี่วันมันจะหยุดอย่างสมบูรณ์,0
5210,Dai i downloaded but there is only exe file which i can only run that exe after installing.,ไดฉันดาวโหลดแต่มีแค่ไฟล์อีเอ็กซ์อีที่ฉันสามารถดําเนินการได้แค่นั้นนะอีเอ็กซ์อีหลังจากติดตั้ง,0
5211,It is only yesterday true true.,มันเป็นเพียงเมื่อวานนี้จริง,0
5212,K.k.how is your business now?,ธุรกิจของคุณตอนนี้คืออะไร?,0
5213,3 pa but not selected.,3 พ่อ แต่ยังไม่ได้เลือก,0
5215,I keep ten rs in my shelf:) buy two egg.,ฉันเก็บ 10 รูปีในชั้นวางของฉัน ซื้อไข่สองฟอง,0
5216,I am late. I will be there at,ฉันสายแล้ว ฉันจะไปที่นั่นตอน,0
5217,Well thats nice. Too bad i cant eat it,ดีจังเลย แย่จังที่กินไม่ได้,0
5218,I accidentally brought em home in the box,ฉันพาพวกเขากลับบ้านโดยบังเอิญในกล่อง,0
5219,Pls she needs to dat slowly or she will vomit more.,ช่วยหล่อนต้องการช้าหรือหล่อนจะอาเจียนมากขึ้นนะ,0
5220,I have to take exam with in march 3,ฉันต้องสอบด้วยในวันที่ 3 มีนาคม,0
5221,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",เจนที่รักไม่ไปกินข้าวเย็นนะ รู้สึกป่วยหลังจากเลิกนอน ฝันดีนะ นอนกอดแล้วบังฉันไว้นะชัค,0
5222,5 nights...We nt staying at port step liao...Too ex,5 คืน...พวกเราไม่ได้อยู่ที่ขั้นตอนของพอร์ต...แพงไปอ่ะ,0
5223,If I die I want u to have all my stuffs.,ถ้าฉันตายฉันต้องการให้คุณมีของของฉันทั้งหมด,0
5224,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",โอ๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊๊ นอนบนเตียงนอนและนอนสนุกใช้ได้เลยอายุ 25 ปี สนุกเลยละ สนุกเลย สนุกเลยละ สนุกเลยละ สนุกดีนี่,0
5225,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ยิ้มในความสุข รอยยิ้มในความเจ็บปวดเมื่อปัญหาเทเช่นฝนยิ้มเมื่อเจ็บปวดเธอยิ้มเพราะใครบางคนยังรักที่จะเห็นเธอยิ้ม,0
5226,Prabha..i'm soryda..realy..frm heart i'm sory,ขอโทษนะ...ฉันขอโทษนะ...จริงๆนะ...จากใจฉันขอโทษนะ,0
5227,I re-met alex nichols from middle school and it turns out he's dealing!,อเล็กซ์ นิโคลจากม.ต้น กลายเป็นว่าเขากําลังรับมืออยู่,0
5229,It means u could not keep ur words.,มันหมายความว่าคุณไม่สามารถรักษาคําพูดของคุณได้,0
5230,"Nope, I'm still in the market",ไม่ละ ฉันยังอยู่ในตลาด,0
5231,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ฉันรู้ว่าคุณเป็นคนที่ยุ่งและฉันพยายามที่จะไม่รบกวน ฉันต้องได้รับการสอบบางอย่างออกจากทางและจากนั้นลองรถ ขอให้มีวันที่ดีนะ,0
5233,Hey what how about your project. Started aha da.,เฮ้ แล้วโปรเจ็กต์ของเธอละ เริ่มเลย,0
5234,Ok cool. See ya then.,โอเค เจ๋ง แล้วเจอกันนะ,0
5235,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,ฉันอยู่บนเวปไซต์ เอชเอสบีอาร์ ฉันซื้อแค่ไอพีหรือฉันซื้อมันด้วยการประเมินตัวเองด้วยอ่ะ,0
5236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ความคิดเห็นของเธอเกี่ยวกับฉัน 1.มากกว่า 2. จาดา 3. มายา 4. น่ารัก 5.เงียบ 6.ตัวละครน่ารัก 7.ไม่เป็นผู้ใหญ่ 8.มีสไตล์ 9. ง่าย ช่วยตอบที....,0
5238,Yeah I can still give you a ride,ค่ะ ยังไปส่งได้อยู่ค่ะ,0
5239,"Jay wants to work out first, how's 4 sound?",เจย์อยากออกกําลังกายก่อน สี่โมงเย็นเป็นไง,0
5240,"Gud gud..k, chikku tke care.. sleep well gud nyt",ดีจัง...เค ชิกกูดูแลตัวเองนะ...นอนหลับฝันดีนะ,0
5241,Its a part of checking IQ,มันเป็นส่วนหนึ่งของการตรวจสอบ IQ,0
5242,Hmm thinking lor...,ฮืม กําลังคิดอยู่...,0
5243,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,แน่นอน! อย่าแหย่ฉัน...เธอรู้ว่าฉันแค่ต้องเห็น! *(ยิ้ม)...ทําให้ฉันโพสต์เหยื่อของฉัน... * ยิ้มรัก * กินจูบ*,0
5244,thanks for the temales it was wonderful. Thank. Have a great week.,ขอบคุณสําหรับอาหารค่ะ ดีมากเลย ขอบคุณค่ะ ขอให้มีสัปดาห์ที่ดีนะคะ,0
5245,Thank you princess! I want to see your nice juicy booty...,ขอบคุณนะเจ้าหญิง ฉันอยากเห็นก้นที่ชุ่มฉ่ําของเธอ...,0
5246,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,ยังไม่ได้กินอะไรเลย ฉันนั่งตรงนี้จ้องพิซซ่าอร่อยๆนี่และกินไม่ได้ ยาพวกนี้ทําลายชีวิตของฉัน,0
5247,Gud ni8 dear..slp well..take care..swt dreams..Muah..,ฝันดีนะที่รัก...นอนหลับให้สบาย...ดูแลตัวเองนะ...ราตรีสวัสดิ์...(เสียงส่งจูบ)...,0
5248,U come n search tat vid..not finishd..,เธอมาค้นวิดิโอนั้น...ไม่ใช่วิดิโอ...,0
5249,"K I'm leaving soon, be there a little after 9",เค ฉันจะไปในไม่ช้านี้ จะอยู่ที่นั่นหลังจาก 9 โมงนิดหน่อยนะ,0
5251,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",เย้ ทํางานได้ เริ่มอาทิตย์ที่แล้ว ทั้งหมดเหมือนเมื่อก่อน น่าเบื่อแต่ง่ายและผู้ชายก็สนุก,0
5252,You do your studies alone without anyones help. If you cant no need to study.,เธอเรียนคนเดียวโดยไม่มีคนช่วย หากเธอไม่จําเป็นต้องเรียน,0
5253,Please tell me not all of my car keys are in your purse,ช่วยบอกผมทีว่ากุญแจรถผมไม่ได้อยู่ในกระเป๋าคุณ,0
5254,I didnt get anything da,ฉันไม่ได้อะไรเลยอ่ะ,0
5255,Ok... Sweet dreams...,โอเค...ฝันดีนะ...,0
5256,Well she's in for a big surprise!,ก็เธออยู่ในความประหลาดใจที่ยิ่งใหญ่!,0
5257,"As usual..iam fine, happy &amp; doing well..:)",ตามปกติ..ฉันสบายดี มีความสุขและแอมป์ สบายดี... :),0
5258,1 in cbe. 2 in chennai.,1 ในซีบีอี 2 ในเชินไน,0
5259,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,ช่วยเธอโฉบได้โดยการไปรับเธอจากที่ไหนก็ตามที่นกตัวอื่นของเธอนัดเจอถ้าเธอต้องการนะ,0
5260,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,หากใครโทรมาหาลู่วิ่งบอกว่าจะซื้อ ให้แน่ใจว่ามันทํางานนะ ฉันเจอโฆษณาในเครกส์ลิสต์ที่ขายในราคา $ & lt; # & gt;,0
5261,I absolutely LOVE South Park! I only recently started watching the office.,ฉันรัก South Park อย่างแน่นอน! ฉันเพิ่งเริ่มดูสํานักงาน,0
5262,Did you see that film:),เธอได้ดูหนังเรื่องนี้ไหม :),0
5263,Pls speak with me. I wont ask anything other then you friendship.,ช่วยคุยกับฉันทีนะ ฉันจะไม่ถามอะไรอื่นนอกจากมิตรภาพของเธอ,0
5264,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ข้อความระดม: เมื่อเธอยกข้อความ เธอกล่าวสวัสดี เธอรู้ไหมว่าความหมายที่แท้จริงของทักทายคืออะไรเหรอ มันคือชื่อของผู้หญิง...ใช่...และเธอรู้ว่าใครคือผู้หญิงคนนั้น ? มากาเร็ต สวัสดี เธอคือ ลาส ลาส ลาส ลาส ลาส ลาส ลาส ลาส... ศีล: ลืมชื่อของใครสักคนได้,0
5265,Gud ni8.swt drms.take care,ฝันดีนะที่รัก ดูแลตัวเองนะ,0
5266,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,ไง เคท นี่เคทนะ เธอตื่นเพื่อเลี้ยงเด็กในคืนนี้เหรอ ฉันจะไปที่เบอร์ไฟโลหรือบางอย่างกับพ่อแม่ของฉันเพื่อดื่มสักแก้วดังนั้นโทรหาฉันถ้าเธอทําได้นะ,0
5267,Anything lar then Ì_ not going home 4 dinner?,อะไรก็ได้ งั้นไม่กลับบ้านไปกินข้าวเย็นเหรอ,0
5268,\ER,\ ER,0
5270,Did u fix the teeth?if not do it asap.ok take care.,เธอซ่อมฟันหรือยัง หากไม่ทํามัน ดูแลตัวเองนะ,0
5271,So u wan 2 come for our dinner tonight a not?,งั้นเธออยากจะมากินข้าวเย็นของพวกเราคืนนี้หรือไม่อ่ะ,0
5272,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",(หัวเราะ) เธอทําอะไรอยู่เหรอ เธอทําอะไรอยู่เหรอ เธอจะย้ายออกจากแฟลตเมื่อไหร่เหรอ เพราะฉันจะต้องจัดการไปเอาโคมไฟและอื่น ๆ ดูแลตัวเองนะ สวัสดีแคโรไลน์,0
5273,Its too late:)but its k.wish you the same.,มันสายเกินไป :) แต่มันทําให้คุณเหมือนกัน,0
5274,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",ไง ขอให้วันของเธอ*ดีนะ กลับจากเดิน โต๊ะสําหรับครึ่งแปดคน บอกให้ฉันรู้เมื่อเธอมานะ,0
5275,Oh yeah clearly it's my fault,โอ้ ใช่ เห็นได้ชัดว่าเป็นความผิดของฉัน,0
5276,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ไม่รู้อ่ะ อาจจะจําไม่ได้ แล้วพรุ่งนี้พวกเรานัดเจอกันกี่โมงเหรอ,0
5277,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",ข้อความที่ดีที่สุด: มันยากที่จะอยู่กับคน เมื่อคุณรู้ว่าอีกก้าวหนึ่งข้างหน้าจะทําให้คุณตกหลุมรัก .. & แอมป์; หนึ่งก้าวถอยหลังสามารถทําลายมิตรภาพของคุณ .. ฝันดี :-) ...,0
5279,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""","สวัสดี ตื่นสิ \""สุขสันต์\"" อรุณสวัสดิ์\""\""\""ยินดี\""\""\\""คุณ\""\"" \"" สนุก\"" \"" \"" วันนี้\"" \"" เต็มไปด้วยความสุข\""...\""ฝันดี\""",0
5280,"Vikky, come around  &lt;TIME&gt; ..",มารอบ ๆ & lt; เวลา & gt;,0
5281,"And how you will do that, princess? :)",และคุณจะทําอย่างไรเจ้าหญิง? :),0
5282,I have gone into get info bt dont know what to do,ฉันได้เข้าไปรับข้อมูล แต่ไม่รู้ว่าจะทําอย่างไร,0
5283,"Yeah, probably here for a while",ใช่ อาจจะอยู่ที่นี่สักพัก,0
5284,Sent me ur email id soon,ส่งไอดีอีเมลของเธอให้ฉันในไม่ช้านี้นะ,0
5286,I'm still pretty weak today .. Bad day ?,วันนี้ฉันยังอ่อนแออยู่เลย...วันที่แย่เหรอ,0
5287,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,เฮ้ อย่าลืมนะ... คุณคือของฉัน...สําหรับฉัน...ความครอบครองของฉัน...ทรัพย์สินของฉัน...อืม...*รอยยิ้มเด็ก*...,0
5288,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ความคิดที่ยอดเยี่ยมโดยเพื่อนของฉัน: ฉันรู้ว่าคุณเกลียดฉัน แต่วันที่คุณจะรู้ความจริงที่คุณจะเกลียดตัวเอง :-(ฝันดี:-),0
5289,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,เฮ้ ยินดีด้วยนะ ไอดีรักนะ แต่ฉันต้องกลับบ้าน,0
5290,Dear where you. Call me,ที่รัก เธออยู่ที่ไหน โทรหาฉันนะ,0
5291,Xy trying smth now. U eat already? We havent...,กําลังพยายามบางอย่างอยู่ละตอนนี้ เธอกินแล้วเหรอ พวกเรายังไม่ได้...,0
5293,I donno its in your genes or something,ฉันไม่รู้มันอยู่ในยีนของเธอหรืออะไรสักอย่าง,0
5295,Alex says he's not ok with you not being ok with it,อเล็กซ์บอกว่าเขาไม่โอเค ที่เธอไม่โอเคกับมัน,0
5296,Are u coming to the funeral home,เธอจะมาที่งานศพที่บ้านไหม,0
5297,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,น้องสาวที่รักของฉัน เธอสบายดีไหม โรงเรียนจะเปิดเมื่อไหร่ มีระยะเวลารออย่างน้อยก่อนเธอสมัครใหม่ไหม ดูแลตัวเองนะ,0
5298,I.ll hand her my phone to chat wit u,ฉันจะส่งมือถือให้หล่อนเพื่อคุยกับเธอนะ,0
5299,Well good morning mr . Hows london treatin' ya treacle?,อรุณสวัสดิ์คุณลอนดอน น้ําเชื่อมเป็นไงบ้าง,0
5300,I can't make it tonight,คืนนี้ฉันไปไม่ได้,0
5301,At WHAT TIME should i come tomorrow,พรุ่งนี้ฉันควรไปตอนกี่โมงดี,0
5302,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ประมาณ & lt; # & gt; bucks. ค่าธรรมเนียมธนาคารได้รับการแก้ไข ดีกว่าที่จะโทรหาธนาคารและหา,0
5303,"I can. But it will tell quite long, cos i haven't finish my film yet...",ได้สิ แต่มันจะบอกได้ค่อนข้างนาน เพราะฉันยังถ่ายไม่เสร็จเลย...,0
5304,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,ช่วยถามมาโค่ทีว่างบประมาณของบีบี 2 นั้นเท่าไหร่เพราะฉันเห็นอันใหม่สําหรับ & lt; # & gt; ดอลลาร์,0
5305,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",สวัสดี ไม่ได้รับสายของเธอและเบอร์ของฉัน ไวน์แดงของเธออยู่ทุกที่เลย เธออยู่ที่ไหนเหรอ,0
5306,Ill be at yours in about 3 mins but look out for me,ฉันจะอยู่ที่ของเธอในอีกประมาณ 3 นาที แต่ระวังให้ฉันนะ,0
5307,What you did in  leave.,สิ่งที่คุณทําตอนจากไป,0
5308,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,ฉันกลับมาในวันพฤหัสบดี เย้ มันจะโอเคไหมที่จะได้เงิน ไชโย โอ้ ใช่และเธอเป็นยังไงบ้าง ทุกอย่างสบายดี โรงเรียนเป็นยังไงบ้าง หรือเธอเรียกมันว่าทํางานตอนนี้,0
5309,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",Jolly ดี! อีกอย่างนะ จะให้ตั๋วสําหรับวันเสาร์อีฟ 7.30 นะ คุยกันก่อนแล้วเอ็กซ์,0
5310,"yeah, that's what I was thinking",ใช่ นั่นคือสิ่งที่ฉันคิด,0
5311,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,เคเค ฉันกําลังไปเคเค อาทิตย์นี้เพื่อเจอลุงของฉัน..ฉันใช้จํานวนเงินแล้วโดยเลือกชุด ดังนั้นฉันต้องการเท่านั้น ฉันจะให้ในเดือนกุมภาพันธ์ 1,0
5312,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,ที่นี่มีหอยนางรมอันโปรดของเธอละ...มีซาชิมิที่ฉันชอบละ...โอเค ฉันไม่พูดแล้ว...รอท้องเธอดังก้องนะ...,0
5313,My sister going to earn more than me da.,น้องสาวของฉันจะได้รับมากกว่าฉัน,0
5315,Hahaha..use your brain dear,(หัวเราะ)...ใช้สมองของเธอสิที่รัก,0
5316,Jus finish watching tv... U?,เพิ่งดูทีวีเสร็จละ...เธอละ,0
5317,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",เค สําหรับข้อมูลของเธอนะ ฉันกลับไปที่บ้านพ่อแม่ของฉันที่เซาธ์แทมป้าดังนั้นฉันอาจจะต้องทําข้อตกลงที่อื่น,0
5318,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",อรุณสวัสดิ์ที่รัก...ฉันไปนอนละตอนนี้และขอให้เธอมีวันที่ดีและโอกาสที่ดี...เธอคือความคิดสุดท้ายของฉันที่รัก ฉันรักเธอ * จูบ*,0
5319,Kothi print out marandratha.,รอยแผลถูกลอกออก,0
5320,But we havent got da topic yet rite?,แต่พวกเรายังไม่ได้หัวข้อใช่ไหมอ่ะ,0
5321,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,โอเค ไม่มีปัญหา...ใช่ฉันจะไปโรงเรียนตอน 4 โมงถ้าฉันจําไม่ผิดนะ...,0
5322,"Thanks, I'll keep that in mind",ขอบคุณค่ะ จะจําไว้นะคะ,0
5323,Aah bless! How's your arm?,อ้า พระเจ้า แขนคุณเป็นไงบ้าง,0
5324,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ถึงท่าน ซาลาม ซาลาม และความสุขที่ได้พบคุณวันนี้ที่ชา ลาลาม ยินดีที่จะส่งเบอร์ติดต่อของเราให้คุณที่ ลาม ลาม ลาม ลาม ลาม ลาม ของเรา ด้วยความเคารพ,0
5325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",เพื่อนชายและผู้ชายเดินเข้ามาหาฉันจับมือเธอเหรอ จูบเหรอ เธอคิดว่าฉันจะหนีเหรอ จูบ แค่อยากรู้ว่ามันรู้สึกยังไงที่เดินอยู่บนสวรรค์กับเจ้าชาย...สวัสดี :-),0
5326,What makes you most happy?,อะไรทําให้คุณมีความสุขที่สุด?,0
5327,Wishing you a wonderful week.,ขอให้เธอมีความสุขในสัปดาห์นี้นะ,0
5328,Sweet heart how are you?,ที่รัก เธอสบายดีไหม?,0
5329,"Sir, waiting for your letter.",ท่านครับ รอจดหมายท่านอยู่ครับ,0
5330,Dude im no longer a pisces. Im an aquarius now.,เพื่อน ฉันไม่ได้เป็นสาวกอีกแล้ว ตอนนี้ฉันเป็นสาวกละ,0
5331,X course it 2yrs. Just so her messages on messenger lik you r sending me,แน่นอนมัน 2 ปีละ แค่ข้อความของหล่อนในเมสเซนเจอร์เหมือนที่เธอส่งให้ฉัน,0
5332,I think steyn surely get one wicket:),ฉันคิดว่าสปีกเกอร์ได้ประตูเดียวแน่นอน :),0
5333,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ทั้งสองอย่าง [เสียงหยอก] - ฉันเรียนอยู่ สบายดีกับฉันนะ ไม่แน่ใจว่าจะแก้ไขอะไรไหม ยังไงก็ตาม ขอให้มีวันหยุดที่ดีนะ,0
5334,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ถุงขยะ ไข่ แยม ขนมปัง ข้าวสาลี,0
5335,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ไม่ มันไม่ใช่ความภาคภูมิใจ ฉันเกือบ & แอลที; # & gt; อายุและไม่ควรรับเงินจากลูกของฉัน เธอไม่ควรต้องจัดการกับสิ่งนี้ นี่คือผู้ใหญ่นะ ฉันบอกเธอไม่ได้,0
5336,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ฟังดูดีกว่าตอนเย็นของฉันฉันแค่ทําชุดของฉัน ฉันไม่แน่ใจว่าฉันเสร็จพรุ่งนี้กี่โมงแต่ฉันจะส่งข้อความหาเธอในตอนท้ายนะ,0
5337,My birthday is on feb  &lt;#&gt;  da. .,วันเกิดของฉันอยู่ในเดือนกุมภาพันธ์ & วันที่ ; # & gt;,0
5338,So when do you wanna gym?,คุณอยากไปยิมเมื่อไหร่ล่ะ?,0
5339,You'd like that wouldn't you? Jerk!,ชอบมั้ยล่ะ ไอ้บ้า!,0
5340,Are u awake? Is there snow there?,เธอตื่นหรือยัง มีหิมะที่นั่นไหมอ่ะ,0
5341,And of course you should make a stink!,และแน่นอนคุณควรทํากลิ่นเหม็น!,0
5343,No go. No openings for that room 'til after thanksgiving without an upcharge.,ไม่ไป ไม่เปิดห้องนั้นจนกว่าจะหลังจากวันขอบคุณพระเจ้าโดยไม่มีค่าใช้จ่าย,0
5344,When you guys planning on coming over?,เมื่อพวกคุณวางแผนที่จะมา?,0
5345,Wat Ì_ doing now?,ทําอะไรอยู่เหรอตอนนี้,0
5346,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",พ่อแม่ของฉัน ลูกๆของฉัน เพื่อนของฉันและเพื่อนร่วมงานของฉัน ทุกคนกรีดร้อง...เซอร์ไพรส์ และฉันรออยู่ที่โซฟา.......เปลือยละ...,0
5347,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ไม่มีค่ะ นั่นเป็นเหตุผลว่าทําไมฉันถึงไปเที่ยวที่รถเมื่อสัปดาห์ที่แล้ว มีออดิชั่นอื่นวันพุธหน้าแต่ฉันว่าฉันอาจจะขับครั้งนี้,0
5348,Do I? I thought I put it back in the box,งั้นเหรอ ฉันคิดว่าฉันใส่กลับเข้าไปในกล่องนะ,0
5349,I'm home...,ฉันอยู่บ้าน...,0
5350,No one interested. May be some business plan.,ไม่มีใครสนใจ อาจเป็นแผนธุรกิจบางอย่าง,0
5351,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ใช่ มันอยู่ที่พารากอน... ฉันยังไม่ได้ตัดสินใจเลยว่าจะตัดหรือยัง...(ขํา)...,0
5352,Good morning princess! Have a great day!,อรุณสวัสดิ์เจ้าหญิง ขอให้มีวันที่ดีนะ,0
5353,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,(หัวเราะ)...เธอน่าจะเห็นเขาเมื่อเขาซน...วันนี้ว่างไหม ไปวิ่งจ๊อกกิ้งได้...,0
5354,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,ไอโหยวเพราะฉันส่งข้อความหาเธอแล้วไม่เคยตอบกลับดังนั้นฉันรอเพื่อตอบกลับ ฉันนึกว่าเธอยังไม่เสร็จแล็ปของเธอซะอีก,0
5355,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)","การใช้ชีวิตนั้นง่ายมาก..ความรักก็ง่ายเช่นกัน..หัวเราะนั้นง่ายเกินไป..การชนะนั้นโคตรง่ายเลย..แต่การเป็น ""ง่ายๆ"" นั้นยากมาก... ;-) :-)",0
5356,Tell me something. Thats okay.,บอกอะไรฉันหน่อยสิ ไม่เป็นไร,0
5357,Ok,โอเค,0
